time(s) velocity(m/s) pwm offset_pwm
1584111303.6184844970703125 0.5099986195564270 12035 7000
1584111303.7185261249542236 0.5300028920173645 12025 7000
1584111303.8185143470764160 0.5000002980232239 12018 7000
1584111303.9186871051788330 0.4700015187263489 12025 7000
1584111304.0185325145721436 0.4899981617927551 12035 7000
1584111304.1184072494506836 0.4700015187263489 12045 7000
1584111304.2185714244842529 0.4900019764900208 12055 7000
1584111304.3183259963989258 0.4800036549568176 12063 7000
1584111304.4185175895690918 0.4700015187263489 12075 7000
1584111304.5184357166290283 0.5000002980232239 12083 7000
1584111304.6184525489807129 0.5200007557868958 12078 7000
1584111304.7184398174285889 0.4399989247322083 12088 7000
1584111304.8184254169464111 0.4799998402595520 12108 7000
1584111304.9184191226959229 0.4799998402595520 12118 7000
1584111305.0184378623962402 0.4800036549568176 12128 7000
1584111305.1184644699096680 0.4799998402595520 12138 7000
1584111305.2185618877410889 0.4799998402595520 12148 7000
1584111305.3186678886413574 0.4799998402595520 12158 7000
1584111305.4185018539428711 0.4799998402595520 12168 7000
1584111305.5184385776519775 0.5200007557868958 12170 7000
1584111305.6186437606811523 0.4400027394294739 12178 7000
1584111305.7183363437652588 0.5000002980232239 12193 7000
1584111305.8184039592742920 0.4900019764900208 12195 7000
1584111305.9182622432708740 0.5099986195564270 12195 7000
1584111306.0184004306793213 0.5000002980232239 12193 7000
1584111306.1184930801391602 0.5200007557868958 12188 7000
1584111306.2180509567260742 0.5000002980232239 12183 7000
1584111306.3184008598327637 0.5099986195564270 12180 7000
1584111306.4185473918914795 0.5200007557868958 12173 7000
1584111306.5183918476104736 0.5000002980232239 12168 7000
1584111306.6184942722320557 0.5099986195564270 12165 7000
1584111306.7185125350952148 0.5000002980232239 12163 7000
1584111306.8178906440734863 0.5000002980232239 12163 7000
1584111306.9184882640838623 0.5100024342536926 12160 7000
1584111307.0185205936431885 0.4899981617927551 12160 7000
1584111307.1183292865753174 0.5000002980232239 12163 7000
1584111307.2184040546417236 0.4899981617927551 12165 7000
1584111307.3183219432830811 0.5100024342536926 12165 7000
1584111307.4184398651123047 0.4899981617927551 12165 7000
1584111307.5183749198913574 0.5100024342536926 12165 7000
1584111307.6185989379882812 0.4700015187263489 12170 7000
1584111307.7183694839477539 0.5000002980232239 12178 7000
1584111307.8185555934906006 0.5000002980232239 12178 7000
1584111307.9183683395385742 0.4899981617927551 12180 7000
1584111308.0185093879699707 0.5100024342536926 12180 7000
1584111308.1185173988342285 0.5000002980232239 12178 7000
1584111308.2184484004974365 0.5100024342536926 12175 7000
1584111308.3183281421661377 0.4899981617927551 12175 7000
1584111308.4186167716979980 0.5100024342536926 12175 7000
1584111308.5184051990509033 0.4899981617927551 12175 7000
1584111308.6184465885162354 0.5000002980232239 12178 7000
1584111308.7185013294219971 0.4899981617927551 12180 7000
1584111308.8186099529266357 0.5000002980232239 12183 7000
1584111308.9186282157897949 0.5200007557868958 12178 7000
1584111309.0185823440551758 0.4899981617927551 12175 7000
1584111309.1184086799621582 0.4899981617927551 12180 7000
1584111309.2184145450592041 0.4899981617927551 12185 7000
1584111309.3183612823486328 0.4799998402595520 12193 7000
1584111309.4183824062347412 0.4799998402595520 12203 7000
1584111309.5184988975524902 0.4400027394294739 12223 7000
1584111309.6185750961303711 0.5200007557868958 12233 7000
1584111309.7184295654296875 0.5000002980232239 12228 7000
1584111309.8186137676239014 0.5000002980232239 12228 7000
1584111309.9185369014739990 0.4900019764900208 12230 7000
1584111310.0180420875549316 0.5400012135505676 12223 7000
1584111310.1183733940124512 0.5000002980232239 12213 7000
1584111310.2185535430908203 0.5000002980232239 12213 7000
1584111310.3184468746185303 0.5100024342536926 12210 7000
1584111310.4185473918914795 0.5200007557868958 12203 7000
1584111310.5184249877929688 0.5200007557868958 12193 7000
1584111310.6181023120880127 0.5099986195564270 12185 7000
1584111310.7182981967926025 0.5100024342536926 12180 7000
1584111310.8183414936065674 0.5200007557868958 12173 7000
1584111310.9182417392730713 0.5299990773200989 12160 7000
1584111311.0180523395538330 0.4700015187263489 12160 7000
1584111311.1183226108551025 0.4900019764900208 12170 7000
1584111311.2186062335968018 0.5200007557868958 12168 7000
1584111311.3184063434600830 0.5200007557868958 12158 7000
1584111311.4181890487670898 0.5000002980232239 12153 7000
1584111311.5184774398803711 0.5000002980232239 12153 7000
1584111311.6182003021240234 0.5000002980232239 12153 7000
1584111311.7182734012603760 0.5600016713142395 12137 7000
1584111311.8178696632385254 0.4699977040290833 12127 7000
1584111311.9185123443603516 0.4200022816658020 12158 7000
1584111312.0180623531341553 0.4499972462654114 12191 7000
1584111312.1183290481567383 0.4799998402595520 12208 7000
1584111312.2183120250701904 0.4500010609626770 12226 7000
1584111312.3183469772338867 0.4599993824958801 12248 7000
1584111312.4180345535278320 0.4599993824958801 12268 7000
1584111312.5184597969055176 0.4699977040290833 12285 7000
1584111312.6184284687042236 0.5100024342536926 12290 7000
1584111312.7181003093719482 0.5699999928474426 12270 7000
1584111312.8184282779693604 0.5499995350837708 12240 7000
1584111312.9184482097625732 0.5499995350837708 12215 7000
1584111313.0182111263275146 0.5699999928474426 12185 7000
1584111313.1180136203765869 0.5400012135505676 12158 7000
1584111313.2181668281555176 0.5600016713142395 12133 7000
1584111313.3179314136505127 0.5499995350837708 12111 7000
1584111313.4178135395050049 0.5499995350837708 12086 7000
1584111313.5177617073059082 0.5699999928474426 12059 7000
1584111313.6178312301635742 0.5000002980232239 12033 7000
1584111313.7180736064910889 0.3799975514411926 12064 7000
1584111313.8179438114166260 0.4900019764900208 12095 7000
1584111313.9179768562316895 0.5099986195564270 12096 7000
1584111314.0184040069580078 0.4900019764900208 12095 7000
1584111314.1182482242584229 0.5099986195564270 12095 7000
1584111314.2185552120208740 0.5000002980232239 12093 7000
1584111314.3184401988983154 0.5000002980232239 12093 7000
1584111314.4184436798095703 0.4900019764900208 12095 7000
1584111314.5184001922607422 0.5200007557868958 12093 7000
1584111314.6184098720550537 0.4899981617927551 12090 7000
1584111314.7184696197509766 0.5000002980232239 12093 7000
1584111314.8184862136840820 0.5000002980232239 12093 7000
1584111314.9184241294860840 0.4799998402595520 12098 7000
1584111315.0184857845306396 0.5099986195564270 12100 7000
1584111315.1185121536254883 0.5000002980232239 12098 7000
1584111315.2185516357421875 0.4899981617927551 12100 7000
1584111315.3183832168579102 0.4900019764900208 12105 7000
1584111315.4184818267822266 0.5099986195564270 12106 7000
1584111315.5183303356170654 0.4599993824958801 12113 7000
1584111315.6184630393981934 0.5400012135505676 12113 7000
1584111315.7185292243957520 0.5100024342536926 12100 7000
1584111315.8185560703277588 0.5000002980232239 12098 7000
1584111315.9185523986816406 0.5100024342536926 12095 7000
1584111316.0186357498168945 0.5000002980232239 12093 7000
1584111316.1181321144104004 0.5000002980232239 12093 7000
1584111316.2184629440307617 0.4900019764900208 12095 7000
1584111316.3183348178863525 0.4899981617927551 12099 7000
1584111316.4184470176696777 0.4799998402595520 12108 7000
1584111316.5185682773590088 0.4900019764900208 12115 7000
1584111316.6185359954833984 0.5000002980232239 12118 7000
1584111316.7178568840026855 0.4899981617927551 12119 7000
1584111316.8179614543914795 0.4900019764900208 12125 7000
1584111316.9184238910675049 0.5000002980232239 12128 7000
1584111317.0178339481353760 0.5000002980232239 12128 7000
1584111317.1177947521209717 0.5000002980232239 12128 7000
1584111317.2179303169250488 0.5099986195564270 12126 7000
1584111317.3178439140319824 0.5100024342536926 12121 7000
1584111317.4179811477661133 0.5100024342536926 12117 7000
1584111317.5179173946380615 0.5099986195564270 12111 7000
1584111317.6179628372192383 0.4899981617927551 12109 7000
1584111317.7183599472045898 0.5200007557868958 12108 7000
1584111317.8186457157135010 0.5199969410896301 12098 7000
1584111317.9186434745788574 0.5200007557868958 12088 7000
1584111318.0187199115753174 0.5200007557868958 12078 7000
1584111318.1183860301971436 0.5200007557868958 12070 7000
1584111318.2185449600219727 0.5200007557868958 12058 7000
1584111318.3186426162719727 0.5399973988533020 12043 7000
1584111318.4186530113220215 0.5299990773200989 12029 7000
1584111318.5180816650390625 0.5100024342536926 12016 7000
1584111318.6182873249053955 0.4900019764900208 12014 7000
1584111318.7185425758361816 0.5000002980232239 12018 7000
1584111318.8184549808502197 0.5000002980232239 12018 7000
1584111318.9180288314819336 0.4799998402595520 12020 7000
1584111319.0185940265655518 0.4700015187263489 12032 7000
1584111319.1180660724639893 0.4799998402595520 12045 7000
1584111319.2181642055511475 0.4900019764900208 12054 7000
1584111319.3181481361389160 0.5000002980232239 12058 7000
1584111319.4185349941253662 0.4799998402595520 12060 7000
1584111319.5180749893188477 0.4899981617927551 12069 7000
1584111319.6185688972473145 0.4900019764900208 12074 7000
1584111319.7184901237487793 0.4900019764900208 12079 7000
1584111319.8185172080993652 0.4900019764900208 12084 7000
1584111319.9182229042053223 0.5000002980232239 12088 7000
1584111320.0179395675659180 0.5099986195564270 12086 7000
1584111320.1179285049438477 0.5100024342536926 12082 7000
1584111320.2180356979370117 0.5299990773200989 12074 7000
1584111320.3179810047149658 0.4600031971931458 12068 7000
1584111320.4179553985595703 0.4700015187263489 12087 7000
1584111320.5178172588348389 0.4700015187263489 12102 7000
1584111320.6179082393646240 0.4699977040290833 12117 7000
1584111320.7178103923797607 0.4799998402595520 12130 7000
1584111320.8179221153259277 0.4700015187263489 12142 7000
1584111320.9181151390075684 0.4799998402595520 12155 7000
1584111321.0179414749145508 0.4800036549568176 12165 7000
1584111321.1185002326965332 0.4699977040290833 12177 7000
1584111321.2183461189270020 0.4399989247322083 12196 7000
1584111321.3185462951660156 0.5099986195564270 12217 7000
1584111321.4183382987976074 0.5099986195564270 12211 7000
1584111321.5183563232421875 0.5100024342536926 12206 7000
1584111321.6186282634735107 0.5000002980232239 12203 7000
1584111321.7185668945312500 0.5000002980232239 12203 7000
1584111321.8184981346130371 0.5099986195564270 12201 7000
1584111321.9184813499450684 0.5000002980232239 12198 7000
1584111322.0185854434967041 0.4899981617927551 12199 7000
1584111322.1185064315795898 0.5200007557868958 12200 7000
1584111322.2185542583465576 0.5400012135505676 12188 7000
1584111322.3181827068328857 0.4799998402595520 12175 7000
1584111322.4185252189636230 0.4900019764900208 12184 7000
1584111322.5182158946990967 0.5099986195564270 12187 7000
1584111322.6180832386016846 0.5100024342536926 12181 7000
1584111322.7181038856506348 0.5000002980232239 12178 7000
1584111322.8184680938720703 0.6000025868415833 12164 7000
1584111322.9181220531463623 0.6899989247322083 12102 7000
1584111323.0181088447570801 0.5200007557868958 12030 7000
1584111323.1180601119995117 0.4700015187263489 12027 7000
1584111323.2182166576385498 0.4300006031990051 12047 7000
1584111323.3179757595062256 0.4599993824958801 12078 7000
1584111323.4184985160827637 0.4799998402595520 12095 7000
1584111323.5183274745941162 0.4799998402595520 12105 7000
1584111323.6182444095611572 0.4599993824958801 12118 7000
1584111323.7183592319488525 0.4599993824958801 12138 7000
1584111323.8179962635040283 0.3699992299079895 12171 7000
1584111323.9178409576416016 0.2700007557868958 12250 7000
1584111324.0179829597473145 0.4300006031990051 12342 7000
1584111324.1178097724914551 0.4700015187263489 12372 7000
1584111324.2185435295104980 0.4900019764900208 12384 7000
1584111324.3179101943969727 0.4900019764900208 12389 7000
1584111324.4178926944732666 0.4900019764900208 12394 7000
1584111324.5180730819702148 0.5000002980232239 12398 7000
1584111324.6179149150848389 0.5000002980232239 12398 7000
1584111324.7181069850921631 0.5100024342536926 12396 7000
1584111324.8185441493988037 0.5900004506111145 12381 7000
1584111324.9179873466491699 0.6100009083747864 12333 7000
1584111325.0178947448730469 0.5099986195564270 12291 7000
1584111325.1184926033020020 0.4599993824958801 12293 7000
1584111325.2183420658111572 0.4699977040290833 12312 7000
1584111325.3183031082153320 0.4599993824958801 12328 7000
1584111325.4181241989135742 0.4499972462654114 12349 7000
1584111325.5177819728851318 0.4200022816658020 12378 7000
1584111325.6185693740844727 0.4900019764900208 12409 7000
1584111325.7182383537292480 0.4499972462654114 12420 7000
1584111325.8187448978424072 0.3699992299079895 12455 7000
1584111325.9180006980895996 0.3699992299079895 12521 7000
1584111326.0186600685119629 0.4799998402595520 12570 7000
1584111326.1180236339569092 0.5099986195564270 12577 7000
